Pergunta,Resposta
O que é o operador `instanceof` em JavaScript?,"O operador `instanceof` verifica se um objeto é uma instância de uma determinada classe ou construtor.

**27.**"
O que é o método `hasOwnProperty()` em JavaScript?,"O método `hasOwnProperty()` retorna um booleano indicando se o objeto possui a propriedade especificada como uma propriedade direta (não herdada) do objeto.

**28.**"
O que é o JSON em JavaScript?,"JSON (JavaScript Object Notation) é um formato leve de troca de dados. É baseado em um subconjunto da linguagem JavaScript, mas é usado independentemente da linguagem.

**29.**"
Como você converte um objeto JavaScript em uma string JSON?,"Você pode usar o método `JSON.stringify()` para converter um objeto JavaScript em uma string JSON.

**30.**"
Como você converte uma string JSON em um objeto JavaScript?,"Você pode usar o método `JSON.parse()` para converter uma string JSON em um objeto JavaScript.

**31.**"
"Explique o conceito de ""protótipo"" em JavaScript.","Em JavaScript, cada objeto tem um protótipo. Quando você tenta acessar uma propriedade de um objeto que não existe diretamente, o JavaScript procura no protótipo do objeto e, em seguida, no protótipo do protótipo, e assim por diante, até encontrar a propriedade ou atingir o fim da cadeia de protótipos.

**32.**"
O que é a herança prototípica em JavaScript?,"Herança prototípica é um mecanismo em JavaScript onde objetos herdam propriedades e métodos de seus protótipos.

**33.**"
O que é o método `Object.create()` em JavaScript?,"`Object.create()` cria um novo objeto com o protótipo especificado e propriedades opcionais.

**34.**"
O que é uma classe em JavaScript (ES6)?,"Classes em JavaScript (introduzidas no ES6) são um açúcar sintático sobre a herança prototípica. Elas fornecem uma maneira mais clara e concisa de criar e herdar objetos.

**35.**"
Como você define um construtor em uma classe JavaScript?,"O construtor é definido usando o método `constructor()` dentro da classe. Ele é executado quando um novo objeto é criado a partir da classe.

**36.**"
Como você herda de outra classe em JavaScript usando `extends`?,"A palavra-chave `extends` é usada para criar uma classe filha (subclasse) que herda propriedades e métodos de uma classe pai (superclasse).

**37.**"
O que é o método `super()` em classes JavaScript?,"`super()` é usado dentro do construtor de uma classe filha para chamar o construtor da classe pai e inicializar as propriedades herdadas.

**38.**"
O que são getters e setters em classes JavaScript?,"Getters e setters são métodos especiais que permitem controlar o acesso e a modificação das propriedades de um objeto. Eles são definidos usando as palavras-chave `get` e `set`.

**39.**"
O que são métodos estáticos em classes JavaScript?,"Métodos estáticos são métodos que pertencem à classe em si, em vez de pertencer a uma instância da classe. Eles são definidos usando a palavra-chave `static`.

**40.**"
O que são generators em JavaScript?,"Generators são funções que podem ser pausadas e retomadas, permitindo que você produza uma sequência de valores ao longo do tempo. Eles são definidos usando a palavra-chave `function*`.

**41.**"
O que é a palavra-chave `yield` em generators JavaScript?,"A palavra-chave `yield` é usada dentro de uma função generator para pausar a execução e retornar um valor.

**42.**"
O que são iterators em JavaScript?,"Iterators são objetos que fornecem uma maneira de acessar sequencialmente os elementos de uma coleção (como um array ou um objeto).

**43.**"
O que é o protocolo iterable em JavaScript?,"O protocolo iterable define como um objeto pode ser iterado usando um loop `for...of`. Um objeto é iterável se ele tiver um método com a chave `Symbol.iterator` que retorna um objeto iterator.

**44.**"
O que é o loop `for...of` em JavaScript?,"O loop `for...of` é usado para iterar sobre valores iteráveis, como arrays, strings, mapas e conjuntos.

**45.**"
O que é um Set em JavaScript?,"Um Set é uma coleção de valores únicos. Ele permite armazenar qualquer tipo de valor, seja primitivo ou objeto.

**46.**"
O que é um Map em JavaScript?,"Um Map é uma coleção de pares chave-valor, onde as chaves podem ser de qualquer tipo de dado.

**47.**"
Qual a diferença entre um objeto JavaScript comum e um Map?,"Em um objeto JavaScript comum, as chaves são sempre strings ou Symbols. Em um Map, as chaves podem ser de qualquer tipo de dado. Além disso, Maps preservam a ordem de inserção.

**48.**"
O que são Promises em JavaScript?,"Promises são objetos que representam a conclusão (ou falha) eventual de uma operação assíncrona e seu valor resultante.

**49.**"
Quais são os estados de uma Promise?,"Uma Promise pode estar em um dos três estados: pendente (pending), resolvida (fulfilled) ou rejeitada (rejected).

**50.**"
"O que são os métodos `.then()`, `.catch()` e `.finally()` em Promises?","`.then()` é usado para lidar com o resultado de uma Promise resolvida. `.catch()` é usado para lidar com o erro de uma Promise rejeitada. `.finally()` é executado independentemente de a Promise ser resolvida ou rejeitada.

**51.**"
O que são `async` e `await` em JavaScript?,"`async` e `await` são palavras-chave que facilitam o trabalho com Promises, tornando o código assíncrono mais legível e semelhante ao código síncrono. `async` define uma função assíncrona, e `await` pausa a execução da função até que uma Promise seja resolvida.

**52.**"
Como você lança um erro personalizado em JavaScript?,"Você pode usar a palavra-chave `throw` seguida por um objeto de erro, como `new Error(""Mensagem de erro"")`.

**53.**"
"O que é o modo estrito (`""use strict""`) em JavaScript?","O modo estrito é uma forma de impor regras mais rigorosas no código JavaScript, ajudando a evitar erros comuns e a melhorar a segurança.

**54.**"
O que é o método `Object.freeze()` em JavaScript?,"`Object.freeze()` congela um objeto, impedindo que novas propriedades sejam adicionadas, removidas ou modificadas.

**55.**"
O que é o método `Object.seal()` em JavaScript?,"`Object.seal()` sela um objeto, impedindo que novas propriedades sejam adicionadas ou removidas, mas permite que os valores das propriedades existentes sejam modificados.

**56.**"
O que são WeakSets em JavaScript?,"WeakSets são coleções de objetos onde cada objeto na WeakSet é mantido ""fracamente"". Isso significa que, se não houver outras referências para um objeto na WeakSet, ele pode ser coletado pelo coletor de lixo (garbage collector). WeakSets não podem ser iterados.

**57.**"
O que são WeakMaps em JavaScript?,"WeakMaps são coleções de pares chave-valor onde as chaves são objetos e os valores podem ser de qualquer tipo. Assim como nos WeakSets, as chaves são mantidas ""fracamente"", permitindo que sejam coletadas pelo coletor de lixo se não houver outras referências. WeakMaps não podem ser iterados.

**58.**"
O que é o conceito de imutabilidade em JavaScript?,"Imutabilidade significa que, uma vez que um objeto é criado, seu estado não pode ser alterado.  Em JavaScript, isso geralmente é alcançado criando novas cópias de objetos em vez de modificá-los diretamente.

**59.**"
Como você cria uma cópia superficial de um objeto em JavaScript?,"Você pode criar uma cópia superficial usando o operador spread (`...`) ou o método `Object.assign()`.

**60.**"
Como você cria uma cópia profunda de um objeto em JavaScript?,"Para uma cópia profunda, você pode usar `JSON.parse(JSON.stringify(objeto))` (com limitações para funções e objetos complexos) ou bibliotecas especializadas.

**61.**"
"O que são ""destructuring assignments"" em JavaScript?","Destructuring assignments são uma forma concisa de extrair valores de objetos ou arrays e atribuí-los a variáveis.

**62.**"
O que é o operador spread (`...`) em JavaScript?,"O operador spread pode ser usado para expandir um array ou objeto em elementos individuais.

**63.**"
O que são modules em JavaScript (ES6)?,"Modules são uma forma de organizar o código em unidades separadas e reutilizáveis. Eles permitem que você exporte e importe variáveis, funções e classes entre diferentes arquivos.

**64.**"
Como você exporta e importa módulos em JavaScript?,"Você pode usar as palavras-chave `export` para tornar variáveis, funções ou classes disponíveis para outros módulos e `import` para importar esses elementos em outro módulo.

**65.**"
Qual a diferença entre `export default` e `export` em JavaScript?,"`export default` define uma única exportação padrão para um módulo, enquanto `export` permite exportar múltiplas variáveis, funções ou classes com seus nomes.

**66.**"
O que são Higher-Order Functions em JavaScript?,"Higher-Order Functions são funções que recebem outras funções como argumentos ou retornam outras funções como resultados.

**67.**"
O que é currying em JavaScript?,"Currying é uma técnica que transforma uma função que recebe múltiplos argumentos em uma sequência de funções que recebem um único argumento cada.

**68.**"
O que é composição de funções em JavaScript?,"Composição de funções é o processo de combinar duas ou mais funções para produzir uma nova função.

**69.**"
O que são Immediately Invoked Function Expressions (IIFE) em JavaScript?,"IIFE são funções que são executadas assim que são definidas. Elas são usadas para criar um escopo privado e evitar a poluição do escopo global.

**70.**"
O que é o operador `??` (Nullish Coalescing Operator) em JavaScript?,"O operador `??` retorna o operando do lado direito quando o operando do lado esquerdo é `null` ou `undefined`, caso contrário, retorna o operando do lado esquerdo.

**71.**"
O que é o operador `?.` (Optional Chaining Operator) em JavaScript?,"O operador `?.` permite acessar propriedades de um objeto sem causar um erro se uma propriedade intermediária for `null` ou `undefined`. Ele retorna `undefined` nesse caso.

**72.**"
O que é o método `Object.entries()` em JavaScript?,"`Object.entries()` retorna um array de pares chave-valor do objeto.

**73.**"
O que é o método `Object.keys()` em JavaScript?,"`Object.keys()` retorna um array com as chaves do objeto.

**74.**"
O que é o método `Object.values()` em JavaScript?,"`Object.values()` retorna um array com os valores do objeto.

**75.**"
O que são regular expressions (regex) em JavaScript?,"Regular expressions são padrões usados para corresponder combinações de caracteres em strings.

**76.**"
Como você cria uma regular expression em JavaScript?,"Você pode criar uma regular expression usando a notação literal `/padrão/` ou usando o construtor `new RegExp('padrão')`.

**77.**"
Quais são alguns dos flags comuns usados em regular expressions JavaScript?,"Alguns flags comuns incluem `i` (ignorar maiúsculas e minúsculas), `g` (corresponder globalmente) e `m` (multi-linha).

**78.**"
O que são grupos de captura em regular expressions?,"Grupos de captura são partes do padrão de uma regular expression que são delimitadas por parênteses `()`. Eles permitem que você extraia partes específicas da string correspondida.

**79.**"
O que é backtracking em regular expressions?,"Backtracking é o processo pelo qual o motor da regular expression retrocede em uma string para tentar encontrar uma correspondência. Pode ser ineficiente em certos casos.

**80.**"
O que é o método `String.prototype.match()` em JavaScript?,"`match()` retorna um array contendo os resultados da correspondência de uma string com uma regular expression.

**81.**"
O que é o método `String.prototype.replace()` em JavaScript?,"`replace()` substitui uma parte de uma string por outra string ou pelo resultado de uma função.

**82.**"
O que é o método `String.prototype.search()` em JavaScript?,"`search()` retorna o índice da primeira ocorrência de um valor em uma string.

**83.**"
O que é o método `String.prototype.split()` em JavaScript?,"`split()` divide uma string em um array de substrings.

**84.**"
Como você formata datas em JavaScript?,"Você pode usar os métodos do objeto `Date` (como `getFullYear()`, `getMonth()`, `getDate()`) ou usar `Intl.DateTimeFormat` para formatação mais avançada e localizada.

**85.**"
Como você obtém a data e hora atual em JavaScript?,"Você pode criar um novo objeto `Date` usando `new Date()`.

**86.**"
Como você mede o tempo de execução de um trecho de código em JavaScript?,"Você pode usar `console.time('label')` e `console.timeEnd('label')` para medir o tempo decorrido entre os dois pontos.

**87.**"
O que são Web Workers em JavaScript?,"Web Workers permitem executar scripts JavaScript em threads de fundo, sem bloquear a thread principal da interface do usuário.

**88.**"
Como você comunica entre um Web Worker e a thread principal?,"Você pode usar o método `postMessage()` para enviar mensagens entre o Web Worker e a thread principal, e o evento `onmessage` para receber mensagens.

**89.**"
O que é o objeto `console` em JavaScript e quais são seus métodos comuns?,"O objeto `console` fornece acesso ao console de depuração do navegador ou ambiente de execução. Métodos comuns incluem `console.log()`, `console.warn()`, `console.error()`, `console.table()`, `console.time()`, e `console.timeEnd()`.

**90.**"
O que é o método `Array.isArray()` em JavaScript?,"`Array.isArray()` retorna `true` se um valor é um array, caso contrário, retorna `false`.

**91.**"
O que são bitwise operators em JavaScript?,"Bitwise operators realizam operações em nível de bits em números inteiros. Exemplos incluem `&` (AND), `|` (OR), `^` (XOR), `~` (NOT), `<<` (left shift), `>>` (right shift), e `>>>` (unsigned right shift).

**92.**"
O que é o método `String.fromCharCode()` em JavaScript?,"`String.fromCharCode()` retorna uma string criada a partir de uma sequência de valores Unicode.

**93.**"
O que é o método `String.prototype.charCodeAt()` em JavaScript?,"`charCodeAt()` retorna o valor Unicode de um caractere em uma string.

**94.**"
O que é o operador `void` em JavaScript?,"O operador `void` avalia uma expressão e retorna `undefined`. É frequentemente usado para evitar que o resultado de uma expressão seja exibido no navegador.

**95.**"
Como você verifica se uma variável é um número em JavaScript?,"Você pode usar `typeof valor === 'number'` (mas isso inclui `NaN` e `Infinity`). Para ser mais preciso, você pode usar `Number.isFinite(valor)`.

**96.**"
O que é `NaN` em JavaScript?,"`NaN` (Not-a-Number) é um valor que representa um resultado numérico indefinido ou não representável.

**97.**"
Como você verifica se um valor é `NaN` em JavaScript?,"Você deve usar `Number.isNaN(valor)` em vez de `valor === NaN`, porque `NaN` nunca é igual a si mesmo.

**98.**"
O que é o método `Number.isInteger()` em JavaScript?,"`Number.isInteger()` retorna `true` se um valor é um inteiro, caso contrário, retorna `false`.

**99.**"
O que é o objeto `Math` em JavaScript e quais são algumas de suas propriedades e métodos?,"O objeto `Math` fornece funções matemáticas e constantes. Algumas propriedades incluem `Math.PI`, `Math.E`, e métodos como `Math.round()`, `Math.floor()`, `Math.ceil()`, `Math.random()`, `Math.abs()`, `Math.pow()`, e `Math.sqrt()`.

**100.**"
Como você gera um número aleatório entre 0 e 1 em JavaScript?,"Você pode usar `Math.random()`.

**101.**"
Como você arredonda um número para o inteiro mais próximo em JavaScript?,"Você pode usar `Math.round()`.

**102.**"
Como você arredonda um número para o inteiro menor mais próximo em JavaScript?,"Você pode usar `Math.floor()`.

**103.**"
Como você arredonda um número para o inteiro maior mais próximo em JavaScript?,"Você pode usar `Math.ceil()`.

**104.**"
Como você calcula a raiz quadrada de um número em JavaScript?,"Você pode usar `Math.sqrt()`.

**105.**"
Como você eleva um número a uma potência em JavaScript?,"Você pode usar `Math.pow(base, expoente)` ou o operador `**` (exponenciação).

**106.**"
Como você obtém o valor absoluto de um número em JavaScript?,"Você pode usar `Math.abs()`.

**107.**"
O que são TypedArrays em JavaScript?,"TypedArrays fornecem um mecanismo para acessar dados binários brutos de forma eficiente. Eles são usados para manipular dados como imagens, áudio e vídeo.

**108.**"
Quais são alguns exemplos de TypedArrays em JavaScript?,"Exemplos incluem `Int8Array`, `Uint8Array`, `Int16Array`, `Uint16Array`, `Int32Array`, `Uint32Array`, `Float32Array`, e `Float64Array`.

**109.**"
O que é um ArrayBuffer em JavaScript?,"Um ArrayBuffer é um objeto que representa um buffer de dados binários genérico e de comprimento fixo.

**110.**"
O que é uma DataView em JavaScript?,"Uma DataView fornece uma interface de baixo nível para ler e escrever dados em um ArrayBuffer, permitindo que você especifique o formato dos dados (como inteiro de 8 bits, ponto flutuante de 32 bits, etc.).

**111.**"
O que é o método `Array.from()` em JavaScript?,"`Array.from()` cria um novo array a partir de um objeto iterable ou semelhante a um array.

**112.**"
O que é o método `Array.of()` em JavaScript?,"`Array.of()` cria um novo array com um número variável de argumentos, independentemente do número ou do tipo dos argumentos.

**113.**"
O que é o método `Array.prototype.includes()` em JavaScript?,"`includes()` determina se um array contém um determinado elemento, retornando `true` ou `false` conforme apropriado.

**114.**"
O que é o método `Array.prototype.find()` em JavaScript?,"`find()` retorna o valor do primeiro elemento no array que satisfaz a função de teste fornecida. Caso contrário, retorna `undefined`.

**115.**"
O que é o método `Array.prototype.findIndex()` em JavaScript?,"`findIndex()` retorna o índice do primeiro elemento no array que satisfaz a função de teste fornecida. Caso contrário, retorna -1.

**116.**"
O que é o método `Array.prototype.some()` em JavaScript?,"`some()` testa se pelo menos um elemento no array passa no teste implementado pela função fornecida. Retorna `true` se, no array, encontra um elemento para o qual a função fornecida retorna `true`; caso contrário, retorna `false`.

**117.**"
O que é o método `Array.prototype.every()` em JavaScript?,"`every()` testa se todos os elementos no array passam no teste implementado pela função fornecida. Retorna `true` se todos os elementos no array passam no teste fornecido; caso contrário, retorna `false`.

**118.**"
O que é o método `Array.prototype.flat()` em JavaScript?,"`flat()` cria um novo array com todos os elementos de sub-arrays concatenados nele recursivamente até a profundidade especificada.

**119.**"
O que é o método `Array.prototype.flatMap()` em JavaScript?,"`flatMap()` mapeia cada elemento usando uma função de mapeamento e, em seguida, nivela o resultado em um novo array. É idêntico a um `map()` seguido por um `flat()` de profundidade 1.

**120.**"
O que são Proxy objects em JavaScript?,"Proxy objects permitem interceptar e personalizar operações fundamentais em objetos, como leitura de propriedades, escrita de propriedades, criação de objetos e muito mais.

**121.**"
Quais são alguns usos comuns para Proxy objects?,"Usos comuns incluem validação, logging, rastreamento, virtualização e revogação de acesso.

**122.**"
O que é o objeto `Reflect` em JavaScript?,"O objeto `Reflect` fornece métodos para interceptar operações JavaScript. Ele fornece métodos que são os mesmos que os operadores JavaScript (como `Reflect.get()`, `Reflect.set()`, `Reflect.apply()`).

**123.**"
O que é tail call optimization (TCO) em JavaScript?,"Tail call optimization é uma otimização que permite que uma chamada de função no final de outra função (uma ""tail call"") seja executada sem adicionar uma nova entrada no stack de chamadas. Isso pode evitar estouros de pilha (stack overflow) em recursão. No entanto, o suporte a TCO em JavaScript é inconsistente entre os diferentes engines.

**124.**"
O que é memoization em JavaScript?,"Memoization é uma técnica de otimização que armazena os resultados de chamadas de função caras e retorna o resultado armazenado em cache quando as mesmas entradas ocorrem novamente.

**125.**"
O que são decorators em JavaScript (proposta)?,"Decorators são uma forma de modificar ou estender o comportamento de classes, métodos, propriedades ou parâmetros. Eles são uma proposta para JavaScript e ainda não são totalmente suportados em todos os ambientes.

**126.**"
O que é a diferença entre `Array.prototype.forEach` e um loop `for` tradicional?,"`forEach` é um método de array projetado para iterar sobre cada elemento, enquanto o loop `for` tradicional oferece mais controle sobre a iteração, permitindo interromper o loop com `break` ou pular iterações com `continue`. `forEach` não permite essas operações diretamente.

**127.**"
O que é a diferença entre um laço `while` e um laço `do...while`?,"O loop `while` avalia a condição antes de executar o bloco de código, enquanto o loop `do...while` executa o bloco de código pelo menos uma vez antes de avaliar a condição.

**128.**"
Como você remove duplicatas de um array em JavaScript?,"Você pode usar `[...new Set(array)]` para remover duplicatas.

**129.**"
O que é o operador `in` em JavaScript?,"O operador `in` retorna `true` se uma propriedade especificada existe no objeto.

**130.**"
Como você verifica se uma string começa com uma determinada substring em JavaScript?,"Você pode usar o método `String.prototype.startsWith()`.

**131.**"
Como você verifica se uma string termina com uma determinada substring em JavaScript?,"Você pode usar o método `String.prototype.endsWith()`.

**132.**"
Como você inclui um arquivo JavaScript externo em um arquivo HTML?,"Você usa a tag `<script src=""caminho/do/arquivo.js""></script>` no seu HTML.

**133.**"
Qual a importância de colocar a tag `<script>` no final do `<body>` em um documento HTML?,"Colocar a tag `<script>` no final do `<body>` garante que o HTML seja completamente carregado e renderizado antes que o JavaScript seja executado, melhorando o desempenho percebido da página.

**134.**"
O que é a diferença entre usar aspas simples e aspas duplas para definir strings em JavaScript?,"Tecnicamente, não há diferença funcional entre aspas simples e aspas duplas em JavaScript. A escolha é uma questão de estilo pessoal ou convenção da equipe.

**135.**"
Como você comenta uma linha de código em JavaScript?,"Você usa `//` para comentar uma única linha.

**136.**"
Como você comenta um bloco de código em JavaScript?,"Você usa `/* ... */` para comentar um bloco de código.

**137.**"
O que é minificação de código JavaScript?,"Minificação é o processo de remover espaços em branco, comentários e outras informações desnecessárias do código JavaScript para reduzir o tamanho do arquivo, melhorando o tempo de carregamento da página.

**138.**"
Por que você minificaria o código JavaScript?,"Para melhorar o desempenho do site, reduzindo o tempo de carregamento dos scripts.

**139.**"
O que são linters em JavaScript?,"Linters são ferramentas que analisam o código JavaScript para identificar erros de sintaxe, problemas de estilo e outras potenciais inconsistências, ajudando a manter a qualidade e consistência do código.

**140.**"
Qual a diferença entre declaração de função e expressão de função em JavaScript?,"Uma declaração de função é definida usando a palavra-chave `function` seguida por um nome, enquanto uma expressão de função é uma função anônima atribuída a uma variável. As declarações de função são ""hoisted"", enquanto as expressões de função não são.

**141.**"
"O que é ""code smell"" em JavaScript?","Um ""code smell"" é um padrão no código que sugere um problema mais profundo. Não é necessariamente um erro, mas indica uma área que pode precisar de"
Qual a diferença entre `undefined` e `null` em JavaScript?,"`undefined` significa que uma variável foi declarada, mas não recebeu um valor. `null` é um valor de atribuição que representa a ausência intencional de um valor de objeto ou variável.

**2.**"
O que é hoisting em JavaScript e como ele funciona?,"Hoisting é o comportamento do JavaScript de mover declarações de variáveis e funções para o topo de seu escopo antes da execução do código. No entanto, apenas a declaração é movida, não a inicialização (para variáveis).

**3.**"
Explique o que é closure em JavaScript.,"Closure é a capacidade de uma função de lembrar e acessar seu escopo léxico circundante, mesmo quando a função é executada fora desse escopo. Isso permite que a função acesse variáveis que estavam em seu escopo original.

**4.**"
O que são template literals em JavaScript e como eles são usados?,"Template literals são strings delimitadas por acentos graves (`` ` ``) que permitem a incorporação de expressões. Eles são usados para criar strings mais legíveis e dinâmicas, permitindo interpolação de strings e strings de várias linhas.

**8.**"
"Explique o conceito de ""truthy"" e ""falsy"" em JavaScript.","""Truthy"" e ""falsy"" são valores que são avaliados como `true` ou `false` quando usados em um contexto booleano (como em uma instrução `if`).  Valores falsy incluem `false`, `0`, `""""`, `null`, `undefined` e `NaN`. Todos os outros valores são truthy.

**9.**"
O que é o operador ternário em JavaScript e como ele é usado?,"O operador ternário é uma forma abreviada de escrever uma instrução `if...else`. Ele tem a sintaxe: `condição ? expressão_se_verdadeira : expressão_se_falsa`.

**10.**"
Como você cria um novo objeto em JavaScript?,"Você pode criar um novo objeto usando a notação literal de objeto (`{}`) ou usando o construtor `new Object()`.

**11.**"
Como você verifica se uma variável é um array em JavaScript?,"Você pode usar `Array.isArray(variavel)` para verificar se uma variável é um array.

**13.**"
O que são funções de primeira classe em JavaScript?,"Funções de primeira classe significa que as funções podem ser tratadas como qualquer outro tipo de dado. Elas podem ser atribuídas a variáveis, passadas como argumentos para outras funções e retornadas de outras funções.

**14.**"
Explique o que é uma função anônima em JavaScript.,"Uma função anônima é uma função que não tem um nome. Geralmente, é usada como um argumento para outra função ou atribuída a uma variável.

**15.**"
O que é o método `map()` em arrays e como ele funciona?,"O método `map()` cria um novo array com os resultados da chamada de uma função fornecida em cada elemento do array original.

**16.**"
Qual a finalidade do método `filter()` em arrays?,"O método `filter()` cria um novo array com todos os elementos que passam no teste implementado pela função fornecida.

**17.**"
O que faz o método `reduce()` em arrays?,"O método `reduce()` aplica uma função a um acumulador e a cada elemento do array (da esquerda para a direita) para reduzi-lo a um único valor.

**18.**"
Como você clona um objeto em JavaScript?,"Você pode clonar um objeto superficialmente usando `Object.assign({}, objetoOriginal)` ou o operador spread `{...objetoOriginal}`. Para clonar profundamente um objeto (incluindo objetos aninhados), você pode usar `JSON.parse(JSON.stringify(objetoOriginal))`, mas isso não funciona com funções ou tipos de dados complexos.

**19.**"
O que é JSON e como ele é usado em JavaScript?,"JSON (JavaScript Object Notation) é um formato de dados leve usado para troca de dados. Em JavaScript, é usado para serializar e desserializar objetos para transmitir dados através da rede.

**20.**"
O que é o método `bind()` em JavaScript?,"O método `bind()` cria uma nova função que, quando chamada, tem seu `this` definido para o valor fornecido e uma sequência específica de argumentos precedendo quaisquer outros argumentos fornecidos quando a nova função é chamada.

**21.**"
Explique o que é recursão em JavaScript.,"Recursão é uma técnica de programação onde uma função chama a si mesma dentro de seu próprio corpo. É útil para resolver problemas que podem ser divididos em subproblemas menores do mesmo tipo.

**22.**"
"Qual a diferença entre `let`, `const` e `var` na declaração de variáveis?","`var` tem escopo de função ou global. `let` tem escopo de bloco e permite reatribuição. `const` também tem escopo de bloco, mas exige inicialização e não permite reatribuição após a inicialização.

**23.**"
O que é o operador `typeof` em JavaScript?,"O operador `typeof` retorna uma string indicando o tipo de dado de um operando.

**24.**"
Como você manipula erros em JavaScript?,"Você pode manipular erros usando blocos `try...catch`. O código que pode lançar uma exceção é colocado dentro do bloco `try`, e o código para lidar com a exceção é colocado dentro do bloco `catch`.

**25.**"
O que é o método `padStart()` e `padEnd()` em strings?,"`padStart()` preenche o início de uma string com um caractere especificado até atingir um comprimento determinado. `padEnd()` faz o mesmo, mas preenche o final da string.

**26.**"
