Pergunta,Resposta
O que é o método `reduce` em arrays JavaScript e como ele funciona?,"O método `reduce` executa uma função reducer (fornecida) em cada elemento do array, resultando em um único valor de retorno. A função reducer recebe dois argumentos: um acumulador e o valor atual."
Como você pode encontrar o índice de um elemento em um array em JavaScript?,"Você pode usar o método `indexOf()` para encontrar o índice da primeira ocorrência de um elemento em um array. Se o elemento não for encontrado, `indexOf()` retorna `-1`."
O que é o método `forEach` em arrays JavaScript e como ele funciona?,"O método `forEach` executa uma função fornecida uma vez para cada elemento do array. Diferente de `map`, `forEach` não cria um novo array. Ele é usado principalmente para realizar efeitos colaterais."
Como você pode verificar se um array inclui um determinado elemento em JavaScript?,Você pode usar o método `includes()` para verificar se um array inclui um determinado elemento. `includes()` retorna `true` se o elemento estiver presente e `false` caso contrário.
"Qual a diferença entre `let`, `const` e `var` ao declarar variáveis em JavaScript?","`var` tem escopo de função ou escopo global, enquanto `let` e `const` têm escopo de bloco. `let` permite reatribuição, enquanto `const` cria uma variável cujo valor não pode ser reatribuído após a inicialização."
Explique o que são template literals em JavaScript e como eles são usados.,Template literals são strings delimitadas por backticks (``) que permitem a incorporação de expressões JavaScript dentro da string usando `${expression}`. Eles também suportam strings de várias linhas.
O que é destructuring em JavaScript e como ele pode ser usado com objetos e arrays?,"Destructuring é uma expressão JavaScript que permite descompactar valores de arrays ou propriedades de objetos em variáveis distintas. Por exemplo: `let [a, b] = [1, 2];` ou `let { name, age } = { name: ""John"", age: 30 };`."
O que são arrow functions em JavaScript e quais são suas principais diferenças em relação às funções tradicionais?,"Arrow functions são uma sintaxe mais concisa para escrever funções em JavaScript. Elas têm algumas diferenças importantes: não têm seu próprio `this` (herdam o `this` do escopo envolvente), não têm o objeto `arguments` e não podem ser usadas como construtoras (não podem ser chamadas com `new`)."
O que é o operador spread (`...`) em JavaScript e como ele pode ser usado?,O operador spread permite expandir um iterável (como um array ou string) em locais onde zero ou mais argumentos (para chamadas de função) ou elementos (para literais de array) são esperados. Ele também pode ser usado para criar cópias rasas de arrays e objetos.
O que é o operador rest (`...`) em JavaScript e como ele pode ser usado?,"O operador rest é usado para coletar um número indefinido de argumentos em uma função como um array. Ele também pode ser usado para desestruturar arrays e objetos, coletando o restante dos elementos ou propriedades em um novo array ou objeto."
Explique o conceito de default parameters em funções JavaScript.,"Default parameters permitem definir valores padrão para parâmetros de função que serão usados se o argumento correspondente não for fornecido ou for `undefined` durante a chamada da função. Exemplo: `function greet(name = ""Guest"") { ... }`."
O que são generators em JavaScript e como eles funcionam?,"Generators são funções que podem ser pausadas e retomadas, permitindo a produção de múltiplos valores ao longo do tempo. Elas são definidas usando a palavra-chave `function*` e usam a palavra-chave `yield` para retornar valores."
O que são iterators em JavaScript e como eles são usados?,Iterators são objetos que definem uma sequência e retornam um valor por vez. Eles possuem um método `next()` que retorna um objeto com duas propriedades: `value` (o próximo valor da sequência) e `done` (um booleano indicando se a sequência terminou).  Iterators são usados por loops `for...of`.
Como você pode criar um loop `for...of` em JavaScript?,"O loop `for...of` é usado para iterar sobre os valores de um objeto iterável, como um array, string, Map, Set, etc. Por exemplo: `for (let value of myArray) { ... }`."
O que são Maps em JavaScript e como eles diferem dos objetos regulares?,"Maps são coleções de pares chave-valor, onde as chaves podem ser de qualquer tipo de dado (incluindo objetos). Ao contrário dos objetos regulares, Maps mantêm a ordem de inserção das chaves e têm propriedades e métodos específicos para manipulação (como `set`, `get`, `has`, `delete`, `size`)."
O que são Sets em JavaScript e como eles são usados?,"Sets são coleções de valores únicos. Eles não permitem valores duplicados. Sets possuem métodos como `add`, `delete`, `has`, e `size` para manipular os elementos."
O que é o método `Object.keys()` em JavaScript e como ele funciona?,O método `Object.keys()` retorna um array com todas as chaves (nomes de propriedades) de um objeto. A ordem das chaves no array retornado é a mesma que a ordem em que as propriedades são iteradas manualmente.
O que é o método `Object.values()` em JavaScript e como ele funciona?,O método `Object.values()` retorna um array com todos os valores das propriedades de um objeto. A ordem dos valores no array retornado é a mesma que a ordem em que as propriedades são iteradas manualmente.
O que é o método `Object.entries()` em JavaScript e como ele funciona?,"O método `Object.entries()` retorna um array de arrays, onde cada sub-array contém o par chave-valor de uma propriedade de um objeto. A ordem dos pares chave-valor no array retornado é a mesma que a ordem em que as propriedades são iteradas manualmente."
Como você pode criar uma cópia rasa de um objeto em JavaScript?,"Você pode criar uma cópia rasa de um objeto usando o operador spread (`...`) ou o método `Object.assign()`. Por exemplo: `let newObj = { ...originalObj };` ou `let newObj = Object.assign({}, originalObj);`."
Como você pode criar uma cópia profunda de um objeto em JavaScript?,"Para criar uma cópia profunda de um objeto, você precisa recursivamente copiar todas as propriedades e seus valores, incluindo objetos aninhados e arrays. Uma maneira de fazer isso é usando `JSON.parse(JSON.stringify(obj))`, mas isso não funciona com funções, datas ou objetos que contêm referências circulares. Para uma solução mais robusta, você pode usar uma biblioteca como Lodash (`_.cloneDeep()`)."
"O que é o conceito de ""imutabilidade"" em JavaScript e por que ele é importante?","Imutabilidade significa que um objeto não pode ser modificado após sua criação. Em JavaScript, isso é importante porque ajuda a evitar efeitos colaterais inesperados, torna o código mais fácil de depurar e testar e permite otimizações de desempenho."
Como você pode tornar um objeto imutável em JavaScript?,"Você pode usar `Object.freeze()` para tornar um objeto imutável. Isso impede que novas propriedades sejam adicionadas, propriedades existentes sejam removidas ou seus valores sejam modificados. No entanto, `Object.freeze()` apenas torna o objeto *raso* imutável; objetos aninhados ainda podem ser modificados."
"O que é ""currying"" em JavaScript?","Currying é uma técnica em programação funcional que transforma uma função que recebe múltiplos argumentos em uma sequência de funções, cada uma recebendo um único argumento. Em vez de chamar a função com todos os argumentos de uma vez, você chama a primeira função com o primeiro argumento, que retorna uma nova função esperando o próximo argumento, e assim por diante, até que todos os argumentos tenham sido fornecidos."
"O que é ""composição de funções"" em JavaScript?","Composição de funções é o processo de combinar duas ou mais funções para produzir uma nova função. O resultado de cada função é passado como argumento para a próxima, formando um fluxo de transformação de dados."
"Explique o conceito de ""higher-order functions"" em JavaScript.",Higher-order functions são funções que podem receber outras funções como argumentos ou retornar funções como seus resultados. Elas são um conceito fundamental na programação funcional e permitem abstrações poderosas e reutilização de código.
O que é o objeto `Math` em JavaScript e quais são alguns de seus métodos úteis?,"O objeto `Math` é um objeto embutido que fornece propriedades e métodos para operações matemáticas. Alguns métodos úteis incluem `Math.random()`, `Math.floor()`, `Math.ceil()`, `Math.round()`, `Math.max()`, `Math.min()`, `Math.pow()`, `Math.sqrt()`."
Como você pode gerar um número aleatório entre um intervalo específico em JavaScript?,"Você pode usar a seguinte fórmula: `Math.floor(Math.random() * (max - min + 1)) + min;`, onde `min` e `max` são os limites inferior e superior do intervalo, respectivamente."
O que é o objeto `Date` em JavaScript e como ele é usado?,"O objeto `Date` é usado para trabalhar com datas e horários em JavaScript. Ele permite criar, formatar e manipular datas."
Como você pode obter o timestamp atual em JavaScript?,Você pode obter o timestamp atual em milissegundos usando `Date.now()` ou `new Date().getTime()`.
Como você pode formatar uma data em JavaScript?,"Você pode usar métodos do objeto `Date` como `toLocaleDateString()`, `toLocaleTimeString()`, `toLocaleString()`, ou criar sua própria função de formatação usando métodos como `getFullYear()`, `getMonth()`, `getDate()`, `getHours()`, `getMinutes()`, `getSeconds()`.  Para formatação mais complexa, bibliotecas como Moment.js (embora em desuso) ou date-fns são úteis."
O que são expressões regulares (RegEx) em JavaScript e como elas são usadas?,"Expressões regulares são padrões usados para corresponder a combinações de caracteres em strings. Elas são usadas para pesquisa, substituição e validação de strings."
Como você pode criar uma expressão regular em JavaScript?,"Você pode criar uma expressão regular usando um literal (entre barras `/`) ou usando o construtor `new RegExp()`. Por exemplo: `/pattern/` ou `new RegExp(""pattern"")`."
Quais são alguns metacaracteres comuns usados em expressões regulares em JavaScript?,"Alguns metacaracteres comuns incluem: `.` (qualquer caractere), `*` (zero ou mais ocorrências), `+` (uma ou mais ocorrências), `?` (zero ou uma ocorrência), `[]` (conjunto de caracteres), `[^]` (conjunto de caracteres negado), `\d` (dígito), `\w` (caractere alfanumérico), `\s` (espaço em branco)."
O que são quantificadores em expressões regulares em JavaScript?,"Quantificadores especificam quantas ocorrências de um caractere ou grupo de caracteres devem ser correspondidas. Exemplos: `*` (zero ou mais), `+` (um ou mais), `?` (zero ou um), `{n}` (exatamente n vezes), `{n,}` (n ou mais vezes), `{n,m}` (entre n e m vezes)."
O que são grupos de captura em expressões regulares em JavaScript?,Grupos de captura são partes de uma expressão regular que são colocadas entre parênteses `()`. Eles permitem capturar as partes correspondentes da string para uso posterior.
Como você pode usar o método `match()` em JavaScript para encontrar correspondências de uma expressão regular em uma string?,"O método `match()` retorna um array com as correspondências encontradas ou `null` se nenhuma correspondência for encontrada. Se a expressão regular tiver o flag `g` (global), ele retorna todas as correspondências. Caso contrário, ele retorna apenas a primeira correspondência e grupos de captura."
Como você pode usar o método `replace()` em JavaScript com uma expressão regular para substituir partes de uma string?,O método `replace()` substitui partes de uma string que correspondem a uma expressão regular por uma nova string. Você pode usar grupos de captura na string de substituição para referenciar as partes correspondentes.
O que são callbacks em JavaScript?,"Callbacks são funções passadas como argumentos para outras funções, que são então invocadas (chamadas de volta) dentro da função externa para completar uma ação ou operação. São essenciais para programação assíncrona."
Explique o conceito de programação assíncrona em JavaScript.,"A programação assíncrona permite que o JavaScript execute múltiplas operações simultaneamente sem bloquear a thread principal. Isso é crucial para evitar que a interface do usuário fique travada durante operações demoradas, como solicitações de rede ou leitura de arquivos."
O que são Promises em JavaScript e como elas são usadas?,"Promises são objetos que representam o eventual resultado (ou falha) de uma operação assíncrona. Elas têm três estados: `pending` (pendente), `fulfilled` (resolvida) e `rejected` (rejeitada). Promises permitem encadear operações assíncronas de forma mais legível e evitar o ""callback hell""."
Como você pode criar uma Promise em JavaScript?,"Você pode criar uma Promise usando o construtor `new Promise((resolve, reject) => { ... })`, onde `resolve` é uma função para resolver a Promise com um valor e `reject` é uma função para rejeitar a Promise com um motivo."
"O que são os métodos `then()`, `catch()` e `finally()` em Promises JavaScript?","`then()` é usado para lidar com o resultado bem-sucedido (resolvido) de uma Promise. `catch()` é usado para lidar com a falha (rejeição) de uma Promise. `finally()` é executado sempre, independentemente de a Promise ter sido resolvida ou rejeitada."
O que são `async` e `await` em JavaScript e como eles são usados?,"`async` e `await` são palavras-chave que simplificam a escrita de código assíncrono em JavaScript. `async` é usado para definir uma função assíncrona, que sempre retorna uma Promise. `await` é usado dentro de uma função `async` para pausar a execução até que uma Promise seja resolvida ou rejeitada."
O que é o Event Loop em JavaScript e como ele funciona?,"O Event Loop é um mecanismo que permite ao JavaScript lidar com operações assíncronas de forma eficiente. Ele monitora a pilha de chamadas e a fila de tarefas (task queue). Quando a pilha de chamadas está vazia, o Event Loop pega a primeira tarefa da fila de tarefas e a coloca na pilha de chamadas para execução."
"O que é o conceito de ""single-threaded"" em JavaScript?","""Single-threaded"" significa que o JavaScript executa código em uma única thread (linha de execução) por vez. Isso significa que se uma operação bloquear a thread principal, toda a aplicação ficará travada. É por isso que a programação assíncrona é tão importante em JavaScript."
O que é o objeto `window` em JavaScript e qual é seu propósito?,"O objeto `window` representa a janela do navegador. É o objeto global no ambiente do navegador e fornece acesso a várias funcionalidades, como manipulação do DOM, histórico do navegador, cookies, temporizadores, etc."
O que é o objeto `document` em JavaScript e qual é seu propósito?,"O objeto `document` representa a página HTML carregada no navegador. Ele fornece acesso ao DOM (Document Object Model), que é uma representação estruturada da página HTML como uma árvore de nós. Através do `document`, você pode manipular o conteúdo e a estrutura da página."
O que é o DOM (Document Object Model) em JavaScript?,"O DOM (Document Object Model) é uma representação orientada a objetos de um documento HTML ou XML. Ele permite que programas JavaScript acessem e manipulem o conteúdo, a estrutura e o estilo do documento."
Como você pode selecionar elementos HTML usando JavaScript?,"Você pode selecionar elementos HTML usando métodos do objeto `document`, como `getElementById()`, `getElementsByClassName()`, `getElementsByTagName()`, `querySelector()`, `querySelectorAll()`."
Qual a diferença entre `querySelector()` e `querySelectorAll()` em JavaScript?,`querySelector()` retorna o primeiro elemento que corresponde a um seletor CSS especificado. `querySelectorAll()` retorna uma NodeList com todos os elementos que correspondem ao seletor CSS especificado.
Como você pode modificar o conteúdo de um elemento HTML usando JavaScript?,"Você pode modificar o conteúdo de um elemento HTML usando propriedades como `innerHTML`, `textContent`, ou `innerText`."
Como você pode adicionar um novo elemento HTML ao DOM usando JavaScript?,"Você pode criar um novo elemento usando `document.createElement()`, definir suas propriedades (como `textContent`, `className`, etc.) e então adicioná-lo ao DOM usando métodos como `appendChild()`, `insertBefore()`."
Como você pode remover um elemento HTML do DOM usando JavaScript?,Você pode remover um elemento HTML do DOM usando o método `removeChild()` do elemento pai ou o método `remove()` do próprio elemento.
O que são eventos em JavaScript e como eles são usados?,"Eventos são ações ou ocorrências que acontecem no navegador, como cliques do mouse, carregamento de página, envio de formulário, etc. JavaScript permite que você responda a esses eventos executando código quando eles acontecem."
Como você pode adicionar um listener de evento a um elemento HTML usando JavaScript?,"Você pode adicionar um listener de evento usando o método `addEventListener()` do elemento. Por exemplo: `element.addEventListener(""click"", function() { ... });`."
O que é o objeto `event` em JavaScript e quais são algumas de suas propriedades úteis?,"O objeto `event` é passado como argumento para a função de callback de um listener de evento. Ele contém informações sobre o evento que ocorreu, como o tipo do evento, o elemento alvo, as coordenadas do mouse, etc. Algumas propriedades úteis incluem `type`, `target`, `clientX`, `clientY`, `preventDefault()`, `stopPropagation()`."
O que é o método `preventDefault()` do objeto `event` em JavaScript?,"O método `preventDefault()` impede o comportamento padrão associado a um evento. Por exemplo, ele pode impedir o envio de um formulário ou a navegação para um novo link."
O que é o método `stopPropagation()` do objeto `event` em JavaScript?,O método `stopPropagation()` impede que um evento se propague para elementos pais no DOM (fase de bubbling).
"O que é ""event bubbling"" em JavaScript?","""Event bubbling"" é o processo em que um evento disparado em um elemento se propaga para seus elementos pais no DOM, acionando os listeners de evento associados a esses elementos pais."
"O que é ""event capturing"" em JavaScript?","""Event capturing"" é o processo oposto ao ""event bubbling"". Em vez de começar no elemento alvo e subir na árvore DOM, o evento começa no elemento raiz e desce até o elemento alvo.  É menos comum que o bubbling."
"O que é ""event delegation"" em JavaScript e por que ele é útil?","""Event delegation"" é uma técnica em que você adiciona um listener de evento a um elemento pai em vez de a múltiplos elementos filhos. Isso é útil para melhorar o desempenho, especialmente quando você tem muitos elementos filhos ou quando os elementos filhos são adicionados dinamicamente."
O que são cookies em JavaScript e como eles são usados?,"Cookies são pequenos arquivos de texto que os sites armazenam no navegador do usuário para lembrar informações sobre o usuário, como preferências, informações de login, etc. Eles podem ser acessados e manipulados usando JavaScript."
Como você pode definir um cookie em JavaScript?,Você pode definir um cookie atribuindo um valor a `document.cookie`. A string deve estar no formato `name=value; expires=date; path=path; domain=domain; secure`.
Como você pode ler um cookie em JavaScript?,Você pode ler todos os cookies acessando a propriedade `document.cookie`. A string retornada contém todos os cookies separados por ponto e vírgula. Você precisa analisar a string para obter o valor de um cookie específico.
O que é o Local Storage em JavaScript e como ele difere dos cookies?,"Local Storage é um mecanismo de armazenamento web que permite armazenar dados no navegador do usuário persistentemente (mesmo depois que o navegador é fechado). Ao contrário dos cookies, o Local Storage não é enviado para o servidor a cada solicitação e tem uma capacidade de armazenamento muito maior."
Como você pode salvar dados no Local Storage usando JavaScript?,"Você pode salvar dados no Local Storage usando o método `localStorage.setItem(key, value)`, onde `key` é o nome da chave e `value` é o valor a ser salvo (que deve ser uma string)."
Como você pode recuperar dados do Local Storage usando JavaScript?,"Você pode recuperar dados do Local Storage usando o método `localStorage.getItem(key)`, onde `key` é o nome da chave."
Como você pode remover dados do Local Storage usando JavaScript?,"Você pode remover dados do Local Storage usando o método `localStorage.removeItem(key)`, onde `key` é o nome da chave."
O que é o Session Storage em JavaScript e como ele difere do Local Storage?,"Session Storage é semelhante ao Local Storage, mas os dados são armazenados apenas durante a sessão do navegador. Quando o navegador é fechado, os dados são apagados."
O que é JSON (JavaScript Object Notation) e como ele é usado em JavaScript?,"JSON é um formato de dados leve e fácil de ler, usado para transmitir dados entre um servidor e um navegador. Ele é baseado na sintaxe de objetos JavaScript, mas é independente da linguagem."
Como você pode converter um objeto JavaScript em uma string JSON?,Você pode usar o método `JSON.stringify()` para converter um objeto JavaScript em uma string JSON.
Como você pode converter uma string JSON em um objeto JavaScript?,Você pode usar o método `JSON.parse()` para converter uma string JSON em um objeto JavaScript.
O que são erros em JavaScript e como você pode lidar com eles?,Erros são problemas que ocorrem durante a execução do código JavaScript. Você pode lidar com erros usando blocos `try...catch` para capturar e tratar as exceções lançadas pelo código.
Como você pode lançar um erro manualmente em JavaScript?,"Você pode lançar um erro manualmente usando a palavra-chave `throw`. Por exemplo: `throw new Error(""Mensagem de erro"");`."
O que é o bloco `try...catch...finally` em JavaScript e como ele funciona?,"O bloco `try` contém o código que pode lançar uma exceção. O bloco `catch` captura a exceção (se ocorrer) e executa o código para lidar com o erro. O bloco `finally` é executado sempre, independentemente de uma exceção ter sido lançada ou não."
O que é o objeto `console` em JavaScript e quais são alguns de seus métodos úteis?,"O objeto `console` fornece acesso ao console de depuração do navegador. Alguns métodos úteis incluem `console.log()`, `console.warn()`, `console.error()`, `console.table()`, `console.time()`, `console.timeEnd()`."
Como você pode depurar código JavaScript usando o console do navegador?,"Você pode usar `console.log()` para imprimir valores de variáveis e mensagens no console. Você também pode usar a ferramenta de depuração do navegador para definir breakpoints, inspecionar variáveis e executar o código passo a passo."
O que são Source Maps em JavaScript e como eles são usados?,"Source Maps são arquivos que mapeiam o código JavaScript minificado e transpilado de volta para o código fonte original. Isso facilita a depuração do código em produção, pois você pode ver o código original em vez do código minificado."
"O que são ""strict mode"" em JavaScript e como você pode habilitá-lo?","""Strict mode"" é um modo restrito de execução do JavaScript que impõe regras mais rígidas e elimina alguns comportamentos considerados perigosos ou propensos a erros. Você pode habilitá-lo adicionando a diretiva `""use strict"";` no início de um script ou função."
"Quais são algumas vantagens de usar ""strict mode"" em JavaScript?","Algumas vantagens incluem: prevenir o uso de variáveis não declaradas, lançar erros em atribuições a propriedades somente leitura, eliminar alguns comportamentos ambíguos, melhorar a segurança do código."
O que são closures e como eles se relacionam com o garbage collection em JavaScript?,"Closures permitem que funções internas acessem variáveis do escopo externo, mesmo após a função externa ter terminado de executar. Isso pode impedir que as variáveis do escopo externo sejam coletadas pelo garbage collector, pois elas ainda estão sendo referenciadas pela função interna."
O que é o garbage collection em JavaScript e como ele funciona?,Garbage collection é o processo automático de liberar memória que não está mais sendo usada pelo programa. O JavaScript tem um garbage collector que rastreia objetos e remove aqueles que não são mais referenciados por nenhuma variável ou outro objeto.
Quais são as formas de evitar memory leaks em JavaScript?,"Para evitar memory leaks, é importante: remover listeners de eventos quando não forem mais necessários, liberar referências a objetos grandes quando não forem mais usados, evitar criar referências circulares entre objetos, e ter cuidado com closures que podem manter variáveis em memória por mais tempo do que o necessário."
O que é o operador `void` em JavaScript e como ele é usado?,O operador `void` avalia uma expressão e retorna `undefined`. Ele é frequentemente usado para evitar que um link execute o comportamento padrão (como navegar para uma nova página) ou para garantir que uma função não retorne nenhum valor.
Explique o que é memoization em JavaScript e como ela pode melhorar o desempenho.,Memoization é uma técnica de otimização que armazena os resultados de chamadas de função caras e retorna o resultado armazenado em cache quando as mesmas entradas ocorrem novamente. Isso pode melhorar significativamente o desempenho de funções que são chamadas repetidamente com os mesmos argumentos.
Como você pode criar uma função memoized em JavaScript?,Você pode criar uma função memoized usando um objeto para armazenar os resultados em cache. A chave do objeto pode ser uma string que representa os argumentos da função e o valor pode ser o resultado da função.
O que é um Polyfill em JavaScript e por que ele é usado?,Um polyfill é um código (geralmente JavaScript) que fornece funcionalidade moderna em navegadores mais antigos que não a suportam nativamente. Ele permite que você use recursos novos sem se preocupar com a compatibilidade com navegadores legados.
O que é transpilação em JavaScript e qual a diferença para um Polyfill?,"Transpilação é o processo de converter código de uma versão do JavaScript (ou uma linguagem que se converte em JavaScript) para uma versão mais antiga, de forma que possa ser executada em navegadores mais antigos. Diferente de um polyfill que adiciona *funcionalidade*, a transpilação muda a *sintaxe* do código. Babel é uma ferramenta popular para transpilação."
O que são Web Workers em JavaScript e como eles são usados?,"Web Workers permitem executar scripts JavaScript em threads de background, separados da thread principal do navegador. Isso evita que operações demoradas bloqueiem a interface do usuário."
Quais são as limitações de Web Workers em JavaScript?,Web Workers não têm acesso direto ao DOM. Eles se comunicam com a thread principal por meio de mensagens (usando o método `postMessage()`).
O que são módulos em JavaScript e como eles são usados?,"Módulos são unidades de código reutilizáveis que encapsulam funcionalidades específicas. Eles ajudam a organizar o código, evitar conflitos de nomes e melhorar a capacidade de manutenção."
Como você pode exportar um módulo em JavaScript?,"Você pode usar as palavras-chave `export` (nomeado) ou `export default` (padrão) para exportar valores, funções, classes ou objetos de um módulo."
Como você pode importar um módulo em JavaScript?,"Você pode usar a palavra-chave `import` para importar valores, funções, classes ou objetos de um módulo."
Qual a diferença entre `export` e `export default` em JavaScript?,"`export` permite exportar múltiplos valores, funções, classes ou objetos nomeados. `export default` permite exportar um único valor padrão. Ao importar um módulo exportado com `export`, você deve usar o mesmo nome usado na exportação. Ao importar um módulo exportado com `export default`, você pode usar qualquer nome."
O que é o padrão CommonJS e como ele difere dos módulos ES (ECMAScript)?,CommonJS é um sistema de módulos usado principalmente no Node.js. Ele usa as funções `require()` para importar módulos e o objeto `module.exports` para exportar módulos. Os módulos ES são o padrão nativo de módulos do JavaScript e usam as palavras-chave `import` e `export`.
O que é o padrão AMD (Asynchronous Module Definition) em JavaScript?,AMD é um sistema de módulos assíncrono usado principalmente em navegadores. Ele usa a função `define()` para definir módulos e permite carregar módulos de forma assíncrona. RequireJS é uma implementação popular de AMD.
O que são IIFE (Immediately Invoked Function Expressions) em JavaScript e por que eles são usados?,IIFE são funções que são definidas e
Qual a diferença entre `null` e `undefined` em JavaScript?,"`null` é um valor de atribuição. Representa a ausência intencional de valor. `undefined` significa que uma variável foi declarada, mas ainda não recebeu um valor."
Como você declara uma variável em JavaScript que não pode ser reatribuída após a inicialização?,Utiliza-se a palavra-chave `const`.
O que é hoisting em JavaScript?,"Hoisting é o comportamento do JavaScript de mover declarações de variáveis e funções para o topo do seu escopo antes da execução do código.  É importante notar que apenas a *declaração* é movida, não a inicialização."
Como se define uma função anônima em JavaScript?,Uma função anônima é definida sem um nome. Exemplo: `function() { // código da função }`. Geralmente é atribuída a uma variável ou passada como argumento para outra função.
O que são closures em JavaScript?,"Closures são funções que ""lembram"" o ambiente lexical onde foram criadas, mesmo quando executadas fora desse ambiente. Elas têm acesso às variáveis da função externa, mesmo após a função externa ter retornado."
Como se cria um objeto literal em JavaScript?,"Utiliza-se chaves `{}` e pares chave-valor separados por vírgulas. Exemplo: `let pessoa = { nome: ""João"", idade: 30 };`"
O que é o operador ternário em JavaScript?,"É um operador condicional abreviado, escrito como `condição ? expressão_se_verdadeiro : expressão_se_falso;`."
Como se itera sobre as propriedades de um objeto em JavaScript?,Utiliza-se o loop `for...in`. Exemplo: `for (let propriedade in objeto) { console.log(propriedade); }`
O que é o método `map()` em arrays JavaScript e o que ele retorna?,`map()` cria um novo array com os resultados da chamada de uma função fornecida em cada elemento do array original. Ele retorna um novo array com o mesmo número de elementos que o array original.
Como se adiciona um elemento ao final de um array em JavaScript?,Utiliza-se o método `push()`.
Qual é o propósito do método `pop()` em arrays JavaScript?,Remove o último elemento de um array e retorna esse elemento.
O que é o método `slice()` em arrays JavaScript?,"Retorna uma cópia de uma parte do array, delimitada por um índice inicial e um índice final (não inclusivo). Não modifica o array original."
Como se converte uma string em um número em JavaScript?,"Pode-se usar `parseInt()`, `parseFloat()` ou o operador unário `+`."
O que é o método `toFixed()` em JavaScript?,"Formata um número, arredondando-o para um número específico de casas decimais. Retorna uma string."
Como se verifica se uma variável é um array em JavaScript?,Utiliza-se `Array.isArray(variavel)`.
O que é o operador `typeof` em JavaScript?,Retorna uma string indicando o tipo de dado de um operando.
O que é o método `concat()` em arrays JavaScript?,Retorna um novo array resultante da concatenação de dois ou mais arrays.
